2.470000000000000000e+02,1.295000000000000000e+03,9.160000000000000000e+02,2.200000000000000000e+01,1.167000000000000000e+03,-5.000000000000000000e+00,2.890000000000000000e+02,2.300000000000000000e+01,3.720000000000000000e+02,2.303000000000000000e+03,1.629000000000000000e+03,2.000000000000000000e+01,6.820000000000000000e+02,1.000000000000000000e+01,3.450000000000000000e+02,1.100000000000000000e+01,2.140000000000000000e+02,9.750000000000000000e+02,6.900000000000000000e+02,1.400000000000000000e+01,6.300000000000000000e+02,-2.400000000000000000e+01,1.050000000000000000e+02,2.000000000000000000e+01
2.130000000000000000e+02,1.225000000000000000e+03,8.670000000000000000e+02,1.400000000000000000e+01,9.770000000000000000e+02,-4.000000000000000000e+00,2.910000000000000000e+02,1.700000000000000000e+01,3.280000000000000000e+02,2.108000000000000000e+03,1.491000000000000000e+03,1.700000000000000000e+01,8.210000000000000000e+02,1.600000000000000000e+01,3.250000000000000000e+02,1.300000000000000000e+01,2.190000000000000000e+02,1.022000000000000000e+03,7.230000000000000000e+02,1.000000000000000000e+01,4.730000000000000000e+02,-3.200000000000000000e+01,1.030000000000000000e+02,1.900000000000000000e+01
2.450000000000000000e+02,1.306000000000000000e+03,9.240000000000000000e+02,3.000000000000000000e+00,1.424000000000000000e+03,0.000000000000000000e+00,3.040000000000000000e+02,2.500000000000000000e+01,3.800000000000000000e+02,2.419000000000000000e+03,1.711000000000000000e+03,3.300000000000000000e+01,6.420000000000000000e+02,1.000000000000000000e+01,3.570000000000000000e+02,1.400000000000000000e+01,2.110000000000000000e+02,9.620000000000000000e+02,6.810000000000000000e+02,9.000000000000000000e+00,4.870000000000000000e+02,-2.200000000000000000e+01,1.030000000000000000e+02,1.800000000000000000e+01
2.140000000000000000e+02,1.223000000000000000e+03,8.650000000000000000e+02,2.000000000000000000e+01,1.032000000000000000e+03,-5.000000000000000000e+00,2.840000000000000000e+02,2.200000000000000000e+01,3.220000000000000000e+02,2.092000000000000000e+03,1.480000000000000000e+03,2.600000000000000000e+01,7.310000000000000000e+02,9.000000000000000000e+00,3.280000000000000000e+02,1.500000000000000000e+01,2.060000000000000000e+02,9.650000000000000000e+02,6.830000000000000000e+02,2.000000000000000000e+01,5.440000000000000000e+02,-2.800000000000000000e+01,1.020000000000000000e+02,1.100000000000000000e+01
2.180000000000000000e+02,1.235000000000000000e+03,8.740000000000000000e+02,1.600000000000000000e+01,1.393000000000000000e+03,-9.000000000000000000e+00,2.960000000000000000e+02,1.400000000000000000e+01,3.340000000000000000e+02,2.149000000000000000e+03,1.520000000000000000e+03,3.100000000000000000e+01,9.270000000000000000e+02,6.000000000000000000e+00,3.410000000000000000e+02,1.100000000000000000e+01,2.130000000000000000e+02,1.011000000000000000e+03,7.150000000000000000e+02,2.200000000000000000e+01,5.610000000000000000e+02,-1.400000000000000000e+01,1.030000000000000000e+02,1.400000000000000000e+01
2.330000000000000000e+02,1.289000000000000000e+03,9.120000000000000000e+02,2.500000000000000000e+01,6.510000000000000000e+02,-1.000000000000000000e+01,2.900000000000000000e+02,2.200000000000000000e+01,3.550000000000000000e+02,2.277000000000000000e+03,1.611000000000000000e+03,3.300000000000000000e+01,6.720000000000000000e+02,1.200000000000000000e+01,3.300000000000000000e+02,1.700000000000000000e+01,2.160000000000000000e+02,1.022000000000000000e+03,7.230000000000000000e+02,2.200000000000000000e+01,4.750000000000000000e+02,-3.100000000000000000e+01,1.010000000000000000e+02,1.300000000000000000e+01
2.400000000000000000e+02,1.264000000000000000e+03,8.940000000000000000e+02,2.800000000000000000e+01,6.900000000000000000e+02,-3.000000000000000000e+00,2.860000000000000000e+02,1.700000000000000000e+01,3.720000000000000000e+02,2.269000000000000000e+03,1.605000000000000000e+03,1.800000000000000000e+01,7.570000000000000000e+02,1.400000000000000000e+01,3.460000000000000000e+02,1.400000000000000000e+01,2.190000000000000000e+02,1.016000000000000000e+03,7.190000000000000000e+02,9.000000000000000000e+00,4.900000000000000000e+02,-2.500000000000000000e+01,1.010000000000000000e+02,1.400000000000000000e+01
2.370000000000000000e+02,1.319000000000000000e+03,9.330000000000000000e+02,3.100000000000000000e+01,9.780000000000000000e+02,-7.000000000000000000e+00,2.930000000000000000e+02,2.500000000000000000e+01,3.630000000000000000e+02,2.400000000000000000e+03,1.698000000000000000e+03,4.900000000000000000e+01,8.690000000000000000e+02,1.300000000000000000e+01,3.460000000000000000e+02,7.000000000000000000e+00,2.110000000000000000e+02,9.820000000000000000e+02,6.950000000000000000e+02,5.000000000000000000e+00,5.280000000000000000e+02,-2.200000000000000000e+01,1.040000000000000000e+02,1.200000000000000000e+01
2.610000000000000000e+02,1.306000000000000000e+03,9.240000000000000000e+02,1.500000000000000000e+01,5.930000000000000000e+02,-4.000000000000000000e+00,2.940000000000000000e+02,2.900000000000000000e+01,3.850000000000000000e+02,2.365000000000000000e+03,1.673000000000000000e+03,2.400000000000000000e+01,6.380000000000000000e+02,7.000000000000000000e+00,3.520000000000000000e+02,1.900000000000000000e+01,2.150000000000000000e+02,9.740000000000000000e+02,6.890000000000000000e+02,6.000000000000000000e+00,4.900000000000000000e+02,-2.400000000000000000e+01,1.010000000000000000e+02,1.500000000000000000e+01
2.210000000000000000e+02,1.282000000000000000e+03,9.070000000000000000e+02,2.500000000000000000e+01,8.430000000000000000e+02,-1.000000000000000000e+00,3.040000000000000000e+02,1.700000000000000000e+01,3.400000000000000000e+02,2.221000000000000000e+03,1.571000000000000000e+03,6.600000000000000000e+01,1.019000000000000000e+03,7.000000000000000000e+00,3.500000000000000000e+02,1.100000000000000000e+01,2.120000000000000000e+02,1.020000000000000000e+03,7.220000000000000000e+02,1.200000000000000000e+01,5.130000000000000000e+02,-2.200000000000000000e+01,1.060000000000000000e+02,1.000000000000000000e+01
